engagementid,contentid,contenttype,likes,engagementdate,campaignid,productid,views,clicks
2098,CONT_02098,Blog,1127,2023-02-20,CAMP_009,3,19087,5104
2099,CONT_02099,Blog,51,2024-02-15,CAMP_010,35,876,156
2100,CONT_02100,Blog,395,2023-07-15,CAMP_002,26,46474,3588
2101,CONT_02101,Newsletter,404,2023-10-22,CAMP_001,49,11539,1644
2102,CONT_02102,SocialMedia,21,2023-12-11,CAMP_010,37,29791,5735
2103,CONT_02103,Blog,94,2024-06-12,CAMP_002,4,28722,4606
2104,CONT_02104,Newsletter,117,2024-03-28,CAMP_010,25,4260,1228
2105,CONT_02105,Video,674,2023-01-27,CAMP_009,25,21867,5008
2106,CONT_02106,Video,2382,2023-10-06,CAMP_006,45,33188,4789
2107,CONT_02107,Video,395,2023-03-29,CAMP_009,24,13325,2482
2108,CONT_02108,Newsletter,1058,2024-08-01,CAMP_004,17,47477,5493
2109,CONT_02109,Newsletter,220,2024-06-13,CAMP_009,33,7446,655
2110,CONT_02110,Blog,4580,2024-01-20,CAMP_004,12,41638,10375
2111,CONT_02111,Blog,331,2023-08-12,CAMP_001,32,30931,702
2112,CONT_02112,Blog,521,2023-06-26,CAMP_006,22,28275,2156
2113,CONT_02113,Blog,5105,2024-10-27,CAMP_002,11,49036,11792
2114,CONT_02114,Newsletter,381,2023-04-08,CAMP_009,2,6955,1857
2115,CONT_02115,Newsletter,269,2023-09-27,CAMP_007,30,17938,2598
2116,CONT_02116,Newsletter,18,2024-11-05,CAMP_003,23,1773,81
2117,CONT_02117,Newsletter,388,2023-07-08,CAMP_006,17,21180,4121
2118,CONT_02118,Video,1814,2024-08-04,CAMP_006,6,36221,4986
2119,CONT_02119,Newsletter,156,2023-03-10,CAMP_005,2,38094,10130
2120,CONT_02120,Blog,1284,2024-08-08,CAMP_007,11,42762,4976
2121,CONT_02121,Video,367,2023-09-10,CAMP_009,40,7677,1774
2122,CONT_02122,Newsletter,1636,2024-08-19,CAMP_001,30,49021,3606
2123,CONT_02123,Newsletter,740,2024-12-19,CAMP_003,17,26866,4031
2124,CONT_02124,Video,438,2023-11-25,CAMP_008,38,16268,900
2125,CONT_02125,Newsletter,2293,2023-03-09,CAMP_002,9,23251,6469
2126,CONT_02126,Video,234,2024-07-17,CAMP_004,28,4326,1018
2127,CONT_02127,SocialMedia,5121,2024-03-07,CAMP_009,4,44776,13115
2128,CONT_02128,Blog,132,2024-03-04,CAMP_007,11,10085,1932
2129,CONT_02129,SocialMedia,1885,2024-01-02,CAMP_003,27,40296,10636
2130,CONT_02130,Blog,720,2024-03-02,CAMP_006,22,41737,7380
2131,CONT_02131,Blog,455,2023-04-11,CAMP_004,22,13870,1091
2132,CONT_02132,Video,15,2024-11-18,CAMP_009,9,30148,139
2133,CONT_02133,SocialMedia,1295,2023-02-28,CAMP_001,11,9191,2686
2134,CONT_02134,Video,98,2023-10-10,CAMP_007,31,45330,3699
2135,CONT_02135,Video,567,2024-01-17,CAMP_004,15,30198,1588
2136,CONT_02136,Blog,614,2024-12-14,CAMP_009,15,22790,3356
2137,CONT_02137,Video,1522,2024-07-22,CAMP_008,22,12146,3492
2138,CONT_02138,SocialMedia,979,2023-09-01,CAMP_007,19,33861,4287
2139,CONT_02139,SocialMedia,1212,2024-02-29,CAMP_005,24,10337,2932
2140,CONT_02140,Newsletter,407,2024-10-27,CAMP_010,14,25286,3195
2141,CONT_02141,Blog,59,2024-03-20,CAMP_009,46,9188,709
2142,CONT_02142,Blog,169,2023-03-27,CAMP_006,22,6768,1098
2143,CONT_02143,Newsletter,147,2024-01-12,CAMP_002,12,44618,1485
2144,CONT_02144,Blog,1428,2023-07-19,CAMP_005,1,12980,3685
2145,CONT_02145,Blog,617,2023-11-08,CAMP_005,45,47249,1235
2146,CONT_02146,Video,3028,2024-02-02,CAMP_010,49,31528,7209
2147,CONT_02147,Newsletter,472,2023-04-16,CAMP_002,32,13714,1733
2148,CONT_02148,Blog,88,2024-01-11,CAMP_008,45,3331,283
2149,CONT_02149,Video,1569,2023-12-19,CAMP_010,47,29621,5633
2150,CONT_02150,SocialMedia,14,2023-07-09,CAMP_005,12,881,62
2151,CONT_02151,SocialMedia,422,2024-01-30,CAMP_005,15,29997,1550
2152,CONT_02152,SocialMedia,1430,2023-12-31,CAMP_002,39,13123,3064
2153,CONT_02153,Newsletter,26,2023-03-12,CAMP_006,9,10975,318
2154,CONT_02154,SocialMedia,17,2024-03-07,CAMP_008,28,1071,158
2155,CONT_02155,Video,5731,2023-04-30,CAMP_002,32,42074,11748
2156,CONT_02156,SocialMedia,49,2023-04-28,CAMP_001,44,5598,132
2157,CONT_02157,Video,105,2024-10-25,CAMP_001,20,3649,729
2158,CONT_02158,Video,2918,2023-12-21,CAMP_002,2,27867,6611
2159,CONT_02159,SocialMedia,872,2024-04-28,CAMP_003,9,39636,5920
2160,CONT_02160,Newsletter,1701,2024-08-10,CAMP_003,48,35188,3819
2161,CONT_02161,Blog,324,2023-10-02,CAMP_009,35,14555,1535
2162,CONT_02162,Blog,1794,2024-01-01,CAMP_008,31,27318,4953
2163,CONT_02163,Newsletter,1230,2023-06-18,CAMP_009,37,14481,2937
2164,CONT_02164,Blog,95,2024-11-02,CAMP_005,22,15968,647
2165,CONT_02165,SocialMedia,279,2023-03-20,CAMP_007,3,17646,4817
2166,CONT_02166,Video,997,2024-07-25,CAMP_003,10,31006,8965
2167,CONT_02167,SocialMedia,1120,2024-10-11,CAMP_010,19,47271,4417
2168,CONT_02168,Video,2484,2024-07-02,CAMP_005,34,44255,13100
2169,CONT_02169,Video,2546,2023-11-14,CAMP_005,22,26391,6425
2170,CONT_02170,Blog,198,2024-04-19,CAMP_003,40,12107,533
2171,CONT_02171,Blog,237,2024-05-06,CAMP_002,15,25366,5931
2172,CONT_02172,SocialMedia,129,2024-07-01,CAMP_003,29,6091,602
2173,CONT_02173,Newsletter,482,2023-05-16,CAMP_004,47,43958,6547
2174,CONT_02174,Video,2621,2023-05-31,CAMP_006,47,24546,6110
2175,CONT_02175,Blog,31,2024-02-28,CAMP_008,29,29433,2881
2176,CONT_02176,SocialMedia,3785,2024-07-29,CAMP_001,16,41145,11131
2177,CONT_02177,SocialMedia,669,2023-02-22,CAMP_008,22,37154,6523
2178,CONT_02178,SocialMedia,685,2024-10-17,CAMP_010,13,39780,1478
2179,CONT_02179,SocialMedia,696,2024-06-06,CAMP_004,47,45331,9297
2180,CONT_02180,Video,1252,2024-06-28,CAMP_006,22,15981,4148
2181,CONT_02181,Blog,497,2023-12-21,CAMP_002,44,26138,4223
2182,CONT_02182,Blog,524,2023-12-08,CAMP_007,50,9223,1936
2183,CONT_02183,Newsletter,673,2024-11-22,CAMP_008,46,31267,6483
2184,CONT_02184,SocialMedia,634,2023-10-03,CAMP_006,27,33621,2067
2185,CONT_02185,Video,1862,2023-12-18,CAMP_004,42,18099,4905
2186,CONT_02186,Blog,1545,2023-08-06,CAMP_004,35,17512,3203
2187,CONT_02187,Video,16,2023-04-02,CAMP_003,42,19106,2783
2188,CONT_02188,SocialMedia,4279,2024-10-24,CAMP_009,20,40940,11301
2189,CONT_02189,Blog,132,2024-01-02,CAMP_010,16,8897,269
2190,CONT_02190,Blog,1928,2023-01-25,CAMP_010,45,34604,10169
2191,CONT_02191,SocialMedia,30,2023-06-18,CAMP_005,5,12645,670
2192,CONT_02192,Newsletter,196,2024-11-27,CAMP_007,34,39305,7237
2193,CONT_02193,SocialMedia,347,2024-01-23,CAMP_007,29,10913,2313
2194,CONT_02194,Video,11,2024-09-04,CAMP_008,32,1705,391
2195,CONT_02195,SocialMedia,1687,2023-07-09,CAMP_006,43,19743,4804
2196,CONT_02196,Video,154,2023-04-03,CAMP_004,24,48388,1938
2197,CONT_02197,Video,51,2023-12-13,CAMP_004,17,3894,292
2198,CONT_02198,SocialMedia,889,2024-08-18,CAMP_004,30,17437,3235
2199,CONT_02199,Blog,1790,2023-11-02,CAMP_005,2,42094,5428
2200,CONT_02200,SocialMedia,728,2023-07-07,CAMP_002,5,18055,4269
2201,CONT_02201,Video,2868,2024-05-20,CAMP_003,2,22158,6231
2202,CONT_02202,Video,113,2024-02-11,CAMP_009,21,15383,1383
2203,CONT_02203,Video,620,2023-10-19,CAMP_006,1,10601,1637
2204,CONT_02204,Video,120,2024-04-18,CAMP_003,10,14167,3259
2205,CONT_02205,Video,1197,2023-06-03,CAMP_009,41,38288,3315
2206,CONT_02206,Newsletter,4338,2023-01-15,CAMP_002,2,33624,9528
2207,CONT_02207,Newsletter,2974,2023-07-04,CAMP_009,23,22816,6347
2208,CONT_02208,Video,75,2023-11-18,CAMP_003,43,48620,3255
2209,CONT_02209,SocialMedia,270,2023-04-08,CAMP_007,15,28369,1741
2210,CONT_02210,Newsletter,1027,2023-09-24,CAMP_003,2,42310,2702
2211,CONT_02211,Blog,2873,2023-02-24,CAMP_003,42,43674,10491
2212,CONT_02212,Video,39,2024-09-08,CAMP_008,31,805,163
2213,CONT_02213,Blog,1523,2024-08-22,CAMP_002,23,17708,4210
2214,CONT_02214,Blog,313,2024-07-23,CAMP_008,34,17882,1448
2215,CONT_02215,Video,403,2023-11-11,CAMP_008,7,20705,908
2216,CONT_02216,Video,3802,2024-05-14,CAMP_010,49,34069,8540
2217,CONT_02217,Video,215,2024-09-16,CAMP_010,11,5580,712
2218,CONT_02218,SocialMedia,944,2024-10-09,CAMP_010,3,42823,3319
2219,CONT_02219,Blog,66,2023-11-12,CAMP_008,26,34808,4669
2220,CONT_02220,SocialMedia,4776,2023-11-14,CAMP_008,50,41334,11380
2221,CONT_02221,Blog,2371,2023-07-10,CAMP_009,20,21107,5411
2222,CONT_02222,SocialMedia,1692,2024-04-12,CAMP_005,7,25407,4066
2223,CONT_02223,Newsletter,1681,2024-01-20,CAMP_008,36,29637,4636
2224,CONT_02224,Video,217,2024-01-22,CAMP_005,16,13998,3681
2225,CONT_02225,Newsletter,106,2024-02-19,CAMP_009,24,46762,1910
2226,CONT_02226,Video,82,2024-05-21,CAMP_002,28,9560,1322
2227,CONT_02227,Newsletter,654,2024-02-21,CAMP_004,18,36390,2735
2228,CONT_02228,SocialMedia,13,2023-03-25,CAMP_001,11,6254,70
2229,CONT_02229,SocialMedia,286,2023-10-04,CAMP_002,4,18059,4732
2230,CONT_02230,Blog,113,2023-03-25,CAMP_008,20,8969,236
2231,CONT_02231,Newsletter,330,2024-12-04,CAMP_008,37,37206,1577
2232,CONT_02232,Newsletter,540,2023-07-13,CAMP_009,4,39037,4540
2233,CONT_02233,SocialMedia,339,2024-12-11,CAMP_009,10,11825,1104
2234,CONT_02234,Video,75,2023-01-26,CAMP_008,3,31815,193
2235,CONT_02235,SocialMedia,1847,2023-10-03,CAMP_004,27,42689,5997
2236,CONT_02236,Video,703,2023-11-14,CAMP_008,4,18490,1511
2237,CONT_02237,SocialMedia,309,2024-02-13,CAMP_007,28,7582,1354
2238,CONT_02238,SocialMedia,32,2024-08-08,CAMP_008,10,598,173
2239,CONT_02239,SocialMedia,378,2024-06-19,CAMP_008,2,15933,1001
2240,CONT_02240,Newsletter,857,2023-11-06,CAMP_005,23,16283,1754
2241,CONT_02241,SocialMedia,201,2024-07-16,CAMP_003,37,24086,7210
2242,CONT_02242,Blog,1604,2024-12-18,CAMP_010,33,34159,5328
2243,CONT_02243,Blog,1150,2023-01-02,CAMP_003,29,37011,5016
2244,CONT_02244,SocialMedia,575,2023-10-10,CAMP_010,19,9142,1600
2245,CONT_02245,Blog,1885,2024-09-05,CAMP_001,17,44967,4855
2246,CONT_02246,Video,130,2024-05-17,CAMP_010,11,5870,759
2247,CONT_02247,Newsletter,204,2024-03-17,CAMP_001,35,1672,478
2248,CONT_02248,SocialMedia,33,2024-11-30,CAMP_001,1,34419,2451
2249,CONT_02249,SocialMedia,63,2024-10-15,CAMP_008,47,35649,190
2250,CONT_02250,SocialMedia,2596,2023-11-18,CAMP_004,1,28151,5195
2251,CONT_02251,SocialMedia,75,2024-06-10,CAMP_009,7,11643,545
2252,CONT_02252,Newsletter,1108,2023-08-11,CAMP_003,46,13921,2673
2253,CONT_02253,SocialMedia,471,2023-11-09,CAMP_005,9,32932,2403
2254,CONT_02254,Video,247,2024-06-12,CAMP_004,36,26186,7010
2255,CONT_02255,Blog,2230,2024-07-08,CAMP_003,43,36104,9620
2256,CONT_02256,SocialMedia,100,2024-05-29,CAMP_005,28,13053,569
2257,CONT_02257,Newsletter,3653,2023-03-25,CAMP_001,33,38753,9340
2258,CONT_02258,Blog,160,2023-04-24,CAMP_004,42,26715,1662
2259,CONT_02259,SocialMedia,2615,2024-11-28,CAMP_003,6,49831,11401
2260,CONT_02260,Video,1246,2023-09-21,CAMP_008,9,23908,6811
2261,CONT_02261,SocialMedia,145,2024-06-12,CAMP_010,44,47320,890
2262,CONT_02262,Newsletter,189,2024-11-04,CAMP_006,40,17162,1404
2263,CONT_02263,Newsletter,528,2024-06-11,CAMP_006,42,14811,4077
2264,CONT_02264,Blog,920,2023-05-29,CAMP_001,49,29201,4454
2265,CONT_02265,Blog,80,2023-09-10,CAMP_001,41,790,215
2266,CONT_02266,Newsletter,1988,2024-01-08,CAMP_009,23,28989,6305
2267,CONT_02267,Newsletter,761,2023-11-21,CAMP_008,15,6635,1539
2268,CONT_02268,SocialMedia,877,2024-05-25,CAMP_010,3,15074,4158
2269,CONT_02269,SocialMedia,4860,2023-10-26,CAMP_001,21,47906,12308
2270,CONT_02270,Newsletter,1888,2024-01-24,CAMP_002,40,19469,5612
2271,CONT_02271,SocialMedia,4306,2023-05-03,CAMP_003,48,48888,14568
2272,CONT_02272,Blog,643,2023-10-14,CAMP_009,3,41917,6616
2273,CONT_02273,Video,475,2023-12-02,CAMP_007,8,17682,1138
2274,CONT_02274,Newsletter,121,2023-03-22,CAMP_008,47,29769,2527
2275,CONT_02275,Blog,2623,2023-12-05,CAMP_006,45,29742,5312
2276,CONT_02276,Newsletter,517,2024-01-13,CAMP_002,3,19786,3981
2277,CONT_02277,Newsletter,543,2024-12-09,CAMP_010,39,20401,2483
2278,CONT_02278,Blog,826,2024-05-14,CAMP_008,34,32675,2089
2279,CONT_02279,Blog,599,2023-05-19,CAMP_004,44,11359,1222
2280,CONT_02280,Blog,64,2023-08-18,CAMP_005,8,1136,336
2281,CONT_02281,Newsletter,330,2024-12-02,CAMP_001,13,8391,1361
2282,CONT_02282,SocialMedia,50,2023-07-14,CAMP_006,18,15560,4224
2283,CONT_02283,SocialMedia,1516,2023-08-14,CAMP_002,10,16837,3662
2284,CONT_02284,Video,151,2024-06-11,CAMP_009,7,2389,327
2285,CONT_02285,Newsletter,3798,2023-08-22,CAMP_003,45,37537,9324
2286,CONT_02286,SocialMedia,547,2023-02-09,CAMP_010,38,9227,2020
2287,CONT_02287,SocialMedia,2219,2024-02-10,CAMP_004,37,15919,4760
2288,CONT_02288,Blog,73,2023-10-11,CAMP_007,30,27995,2974
2289,CONT_02289,Newsletter,123,2024-07-09,CAMP_002,25,3141,836
2290,CONT_02290,Blog,1619,2024-05-06,CAMP_001,30,49950,4267
2291,CONT_02291,Newsletter,1060,2023-10-07,CAMP_005,38,35745,6717
2292,CONT_02292,Blog,31,2023-04-19,CAMP_006,17,23507,720
2293,CONT_02293,SocialMedia,352,2024-04-15,CAMP_004,1,11987,1372
2294,CONT_02294,Blog,279,2024-05-21,CAMP_003,22,49448,811
2295,CONT_02295,Video,26,2023-06-15,CAMP_008,12,15196,185
2296,CONT_02296,Newsletter,127,2024-12-04,CAMP_006,11,24901,1346
2297,CONT_02297,Newsletter,1215,2023-09-05,CAMP_002,8,48321,10974
2298,CONT_02298,Video,206,2023-08-28,CAMP_009,11,4942,840
2299,CONT_02299,Newsletter,2396,2024-03-25,CAMP_003,30,24446,6559
2300,CONT_02300,Newsletter,4179,2024-12-18,CAMP_005,27,43327,9418
2301,CONT_02301,Blog,1624,2023-12-06,CAMP_008,19,46536,4984
2302,CONT_02302,Blog,541,2024-12-08,CAMP_009,28,35773,3855
2303,CONT_02303,Newsletter,1650,2023-06-12,CAMP_010,9,46049,4806
2304,CONT_02304,Blog,807,2023-01-20,CAMP_006,16,31976,3212
2305,CONT_02305,Blog,97,2023-01-14,CAMP_001,3,36133,1104
2306,CONT_02306,Newsletter,1947,2023-04-30,CAMP_009,11,31360,8904
2307,CONT_02307,Newsletter,299,2024-08-23,CAMP_009,32,42401,4148
2308,CONT_02308,Blog,172,2023-02-27,CAMP_009,6,12520,811
2309,CONT_02309,SocialMedia,339,2024-05-01,CAMP_005,42,44674,2509
2310,CONT_02310,Video,590,2023-10-17,CAMP_008,11,17872,2917
2311,CONT_02311,Newsletter,604,2023-10-17,CAMP_008,44,32893,2912
2312,CONT_02312,Newsletter,169,2023-01-25,CAMP_007,26,5469,983
2313,CONT_02313,Newsletter,524,2023-01-06,CAMP_007,8,38370,4323
2314,CONT_02314,SocialMedia,1364,2023-07-15,CAMP_008,25,40429,8764
2315,CONT_02315,Blog,629,2023-07-29,CAMP_001,35,9079,1349
2316,CONT_02316,Newsletter,248,2024-09-06,CAMP_002,12,32858,9286
2317,CONT_02317,Blog,113,2023-08-11,CAMP_006,46,5903,380
2318,CONT_02318,Blog,44,2023-06-27,CAMP_007,11,31842,1278
2319,CONT_02319,SocialMedia,632,2023-07-24,CAMP_004,21,48741,1723
2320,CONT_02320,Newsletter,1200,2023-08-24,CAMP_008,44,33758,4770
2321,CONT_02321,SocialMedia,1034,2023-09-18,CAMP_001,47,12532,3668
2322,CONT_02322,Blog,553,2023-03-01,CAMP_001,17,23754,5761
2323,CONT_02323,SocialMedia,563,2023-06-10,CAMP_009,49,37364,1189
2324,CONT_02324,Blog,2707,2024-03-04,CAMP_007,43,32053,6559
2325,CONT_02325,Newsletter,22,2024-05-16,CAMP_003,39,2204,247
2326,CONT_02326,Video,983,2023-12-25,CAMP_002,14,40437,3589
2327,CONT_02327,Newsletter,2122,2024-06-27,CAMP_002,20,45209,8816
2328,CONT_02328,Blog,2036,2024-07-30,CAMP_010,7,48752,6288
2329,CONT_02329,Video,167,2023-01-03,CAMP_009,47,4975,1327
2330,CONT_02330,Video,1444,2023-09-13,CAMP_009,22,49606,7038
2331,CONT_02331,Blog,105,2024-02-17,CAMP_009,19,17694,371
2332,CONT_02332,Video,1431,2023-09-16,CAMP_001,7,38639,3557
2333,CONT_02333,Blog,725,2024-07-15,CAMP_008,46,24327,7132
2334,CONT_02334,Newsletter,1618,2024-11-05,CAMP_006,4,22761,3921
2335,CONT_02335,SocialMedia,1027,2023-05-01,CAMP_003,49,22541,5104
2336,CONT_02336,SocialMedia,285,2023-10-20,CAMP_010,24,11558,1577
2337,CONT_02337,Video,67,2024-08-13,CAMP_006,35,16705,159
2338,CONT_02338,SocialMedia,1813,2023-06-02,CAMP_004,40,28545,7740
2339,CONT_02339,Newsletter,1576,2024-07-31,CAMP_001,29,32281,8572
2340,CONT_02340,Video,566,2023-01-05,CAMP_007,28,27180,1701
2341,CONT_02341,SocialMedia,63,2024-09-15,CAMP_010,3,32142,4947
2342,CONT_02342,Newsletter,357,2024-09-24,CAMP_002,32,47702,2281
2343,CONT_02343,Newsletter,61,2023-03-12,CAMP_005,41,1484,161
2344,CONT_02344,Video,86,2023-03-23,CAMP_010,24,2163,236
2345,CONT_02345,Newsletter,2150,2023-10-15,CAMP_009,20,44100,5373
2346,CONT_02346,Blog,745,2023-05-10,CAMP_009,15,18279,4724
2347,CONT_02347,Video,78,2023-05-19,CAMP_010,15,2724,776
2348,CONT_02348,Video,509,2023-11-04,CAMP_009,41,5874,1408
2349,CONT_02349,Newsletter,1905,2024-07-07,CAMP_001,23,41240,4025
2350,CONT_02350,Video,13,2024-11-07,CAMP_005,15,2680,535
2351,CONT_02351,Video,393,2024-09-12,CAMP_004,6,7375,2044
2352,CONT_02352,Newsletter,44,2024-11-20,CAMP_005,21,4788,118
2353,CONT_02353,Newsletter,266,2024-04-02,CAMP_010,26,42771,1301
2354,CONT_02354,Blog,215,2024-06-24,CAMP_009,46,28145,5550
2355,CONT_02355,Newsletter,1320,2023-07-19,CAMP_008,38,22455,4192
2356,CONT_02356,Newsletter,446,2024-12-29,CAMP_007,33,34020,1382
2357,CONT_02357,Blog,63,2024-08-11,CAMP_009,49,22128,689
2358,CONT_02358,Newsletter,1954,2023-07-18,CAMP_003,6,20340,5826
2359,CONT_02359,Newsletter,1211,2023-11-22,CAMP_008,19,33848,5341
2360,CONT_02360,Newsletter,111,2023-02-10,CAMP_009,50,30787,432
2361,CONT_02361,Video,1573,2023-11-16,CAMP_009,24,36683,8365
2362,CONT_02362,Newsletter,1912,2023-06-20,CAMP_008,46,47626,3845
2363,CONT_02363,Video,339,2024-03-12,CAMP_006,10,5148,1536
2364,CONT_02364,Newsletter,362,2024-01-28,CAMP_003,25,6034,1365
2365,CONT_02365,Newsletter,4415,2023-03-25,CAMP_009,4,41392,9298
2366,CONT_02366,Video,64,2023-02-16,CAMP_009,21,39027,2498
2367,CONT_02367,Video,746,2023-10-12,CAMP_007,3,7180,1780
2368,CONT_02368,Newsletter,1275,2024-07-31,CAMP_004,11,26834,5248
2369,CONT_02369,SocialMedia,2216,2023-08-04,CAMP_009,34,22057,5739
2370,CONT_02370,SocialMedia,679,2023-04-02,CAMP_005,38,15237,1907
2371,CONT_02371,SocialMedia,1179,2024-06-07,CAMP_006,37,23939,7020
2372,CONT_02372,SocialMedia,26,2024-02-08,CAMP_007,28,41799,2898
2373,CONT_02373,Video,2868,2023-03-31,CAMP_001,37,33267,7397
2374,CONT_02374,Blog,10,2023-02-10,CAMP_001,14,35688,1400
2375,CONT_02375,SocialMedia,194,2024-04-22,CAMP_009,1,26661,3403
2376,CONT_02376,Newsletter,2569,2024-12-22,CAMP_010,5,20713,5735
2377,CONT_02377,Newsletter,1005,2024-02-28,CAMP_006,1,9913,2074
2378,CONT_02378,SocialMedia,672,2023-12-29,CAMP_001,49,40405,4883
2379,CONT_02379,Blog,380,2023-07-26,CAMP_006,13,38110,1957
2380,CONT_02380,Newsletter,995,2023-03-16,CAMP_010,30,38870,2610
2381,CONT_02381,Newsletter,181,2023-10-23,CAMP_003,39,8118,1589
2382,CONT_02382,SocialMedia,16,2024-04-30,CAMP_001,8,2130,162
2383,CONT_02383,Newsletter,821,2023-01-21,CAMP_009,15,19746,2577
2384,CONT_02384,Video,249,2024-05-14,CAMP_006,1,25092,2223
2385,CONT_02385,Newsletter,43,2023-07-29,CAMP_004,8,13751,439
2386,CONT_02386,Video,1031,2024-01-22,CAMP_003,7,15328,2284
2387,CONT_02387,Newsletter,123,2024-04-08,CAMP_006,7,42339,538
2388,CONT_02388,Video,1682,2024-12-12,CAMP_007,34,18862,4646
2389,CONT_02389,SocialMedia,939,2024-11-21,CAMP_004,42,12925,2546
2390,CONT_02390,SocialMedia,50,2024-06-22,CAMP_005,45,26263,313
2391,CONT_02391,Newsletter,738,2024-11-02,CAMP_001,5,24082,3051
2392,CONT_02392,SocialMedia,4652,2023-03-24,CAMP_005,44,39836,11040
2393,CONT_02393,Video,699,2024-08-13,CAMP_006,16,13038,3675
2394,CONT_02394,Blog,1504,2023-10-06,CAMP_010,47,38010,6401
2395,CONT_02395,Newsletter,1059,2024-01-05,CAMP_010,37,41365,4800
2396,CONT_02396,Blog,11,2023-05-21,CAMP_001,41,10187,338
2397,CONT_02397,SocialMedia,16,2024-10-08,CAMP_008,5,44161,7854
2398,CONT_02398,SocialMedia,100,2023-10-22,CAMP_003,5,42126,7087
2399,CONT_02399,SocialMedia,11,2023-10-21,CAMP_007,35,7009,75
2400,CONT_02400,Newsletter,92,2023-02-11,CAMP_001,34,23678,1231
2401,CONT_02401,Video,369,2023-12-22,CAMP_006,46,21059,2504
2402,CONT_02402,Newsletter,592,2023-07-07,CAMP_003,40,34396,6337
2403,CONT_02403,Blog,1100,2023-10-18,CAMP_002,30,42662,5329
2404,CONT_02404,Blog,889,2024-09-06,CAMP_003,40,25584,4128
2405,CONT_02405,SocialMedia,3098,2024-08-10,CAMP_001,30,42746,6791
2406,CONT_02406,Blog,2027,2023-05-26,CAMP_004,22,16961,4279
2407,CONT_02407,SocialMedia,2744,2023-03-26,CAMP_008,24,41965,9483
2408,CONT_02408,SocialMedia,105,2023-02-10,CAMP_005,34,30950,7965
2409,CONT_02409,SocialMedia,1610,2023-05-13,CAMP_008,16,45529,7368
2410,CONT_02410,SocialMedia,481,2023-11-11,CAMP_004,36,14477,1341
2411,CONT_02411,SocialMedia,670,2023-05-11,CAMP_006,4,26364,6297
2412,CONT_02412,Newsletter,1094,2023-08-04,CAMP_008,16,14147,2541
2413,CONT_02413,SocialMedia,12,2023-09-24,CAMP_007,17,15697,73
2414,CONT_02414,Newsletter,145,2023-02-27,CAMP_010,21,2458,304
2415,CONT_02415,Video,332,2024-12-12,CAMP_003,4,6076,1158
2416,CONT_02416,SocialMedia,114,2023-05-04,CAMP_001,18,7389,228
2417,CONT_02417,Video,205,2023-02-14,CAMP_010,35,2849,422
2418,CONT_02418,Blog,1689,2023-09-18,CAMP_001,43,38999,4005
2419,CONT_02419,Newsletter,502,2024-02-18,CAMP_009,19,4094,1133
2420,CONT_02420,Newsletter,646,2023-06-16,CAMP_006,12,34671,5017
2421,CONT_02421,Newsletter,1925,2023-12-10,CAMP_006,45,34747,5811
2422,CONT_02422,Newsletter,299,2024-08-18,CAMP_003,32,19718,2603
2423,CONT_02423,Newsletter,225,2023-05-30,CAMP_006,9,6164,1284
2424,CONT_02424,Newsletter,1154,2023-05-21,CAMP_003,49,20956,5045
2425,CONT_02425,SocialMedia,166,2023-12-30,CAMP_003,13,25756,525
2426,CONT_02426,Blog,3697,2023-03-19,CAMP_005,12,40416,9020
2427,CONT_02427,Blog,1370,2023-11-22,CAMP_008,32,46403,3693
2428,CONT_02428,Newsletter,139,2023-02-21,CAMP_005,38,8377,774
2429,CONT_02429,SocialMedia,778,2023-05-31,CAMP_004,5,47109,3542
2430,CONT_02430,Newsletter,233,2024-04-23,CAMP_004,41,23517,1721
2431,CONT_02431,Video,901,2023-03-05,CAMP_007,21,31166,7123
2432,CONT_02432,Video,1468,2023-11-04,CAMP_007,40,30255,7113
2433,CONT_02433,Blog,4018,2023-08-13,CAMP_001,41,42231,9130
2434,CONT_02434,SocialMedia,2637,2024-06-24,CAMP_002,18,49861,8409
2435,CONT_02435,Video,1083,2024-12-28,CAMP_004,27,8815,2371
2436,CONT_02436,Newsletter,127,2023-11-17,CAMP_001,21,41398,395
2437,CONT_02437,Newsletter,1456,2024-01-08,CAMP_002,3,47462,5737
2438,CONT_02438,Newsletter,4474,2023-05-06,CAMP_009,34,39504,10299
2439,CONT_02439,Newsletter,437,2023-03-30,CAMP_006,36,40200,6294
2440,CONT_02440,Blog,524,2024-03-24,CAMP_003,38,5212,1553
2441,CONT_02441,Newsletter,200,2024-02-29,CAMP_009,14,5689,1543
2442,CONT_02442,Blog,673,2023-09-25,CAMP_003,4,27104,1431
2443,CONT_02443,Newsletter,108,2024-02-18,CAMP_010,50,42377,1183
2444,CONT_02444,Newsletter,44,2023-09-10,CAMP_006,49,1188,225
2445,CONT_02445,SocialMedia,147,2024-09-11,CAMP_005,46,36658,2104
2446,CONT_02446,Newsletter,32,2023-05-15,CAMP_004,12,48620,70
2447,CONT_02447,Newsletter,252,2023-09-10,CAMP_003,22,2608,763
2448,CONT_02448,Newsletter,102,2023-09-03,CAMP_001,13,9680,543
2449,CONT_02449,Video,513,2023-11-29,CAMP_007,46,37441,10478
2450,CONT_02450,Video,236,2023-05-21,CAMP_002,48,13892,718
2451,CONT_02451,Blog,439,2023-03-10,CAMP_002,34,18839,3286
2452,CONT_02452,Newsletter,3579,2023-01-17,CAMP_002,37,48361,7502
