journeyid,customerid,productid,visitdate,stage,action,duration
595,138,39,2024-11-04,Homepage,View,277.3
1766,138,44,2023-01-26,ProductPage,Click,414.3
2551,138,47,2024-03-02,Homepage,View,447.2
1167,139,2,2024-12-20,Purchase,Purchase,137.1
3187,139,27,2023-08-16,ProductPage,AddToCart,591.5
1797,139,27,2024-02-01,ProductPage,Click,68.9
1557,139,30,2023-01-22,ProductPage,View,461.9
994,139,32,2024-11-08,Checkout,Drop-off,
3915,139,40,2023-10-28,Purchase,Purchase,104.2
281,139,43,2024-11-06,Checkout,Drop-off,
1957,139,46,2023-05-15,Homepage,View,583.6
822,140,2,2024-08-06,Homepage,Click,358.7
1022,140,5,2024-02-12,Checkout,Drop-off,
918,140,6,2023-02-09,Checkout,Purchase,535.0
3711,140,9,2023-01-30,Checkout,Drop-off,
2480,140,10,2023-06-11,Checkout,AddToCart,70.4
3974,140,24,2024-03-05,Checkout,AddToCart,55.3
3342,140,24,2024-12-29,Checkout,Purchase,43.5
3484,140,29,2023-11-10,ProductPage,View,478.4
2733,140,37,2023-07-12,Purchase,Purchase,134.5
1768,140,43,2024-06-12,Checkout,Drop-off,
3853,140,46,2024-07-09,Purchase,Purchase,175.5
2244,141,1,2023-04-11,Purchase,Purchase,571.6
2318,141,1,2024-09-19,Checkout,AddToCart,328.1
798,141,2,2024-08-03,Purchase,Purchase,455.8
917,141,4,2024-04-15,ProductPage,View,287.3
1085,141,4,2024-06-16,Checkout,Drop-off,
1314,141,6,2023-10-22,ProductPage,Click,396.5
376,141,13,2023-06-26,ProductPage,View,498.1
453,141,19,2023-01-28,ProductPage,View,280.2
446,141,19,2024-09-17,Purchase,Purchase,265.8
396,141,29,2024-02-23,Checkout,Drop-off,
2651,141,48,2024-07-24,Purchase,Purchase,202.9
418,142,13,2023-01-08,ProductPage,Click,155.6
2033,142,17,2024-10-17,Checkout,Purchase,59.0
3580,142,19,2023-04-30,ProductPage,Click,239.1
2880,142,21,2023-08-06,ProductPage,AddToCart,286.6
3241,142,26,2023-08-14,Homepage,View,256.8
703,142,38,2024-04-06,Checkout,Purchase,165.6
2084,142,43,2024-04-02,Homepage,Click,19.8
3803,142,48,2024-09-22,Purchase,Purchase,146.8
1250,143,6,2023-07-14,Homepage,Drop-off,
282,143,12,2023-02-02,ProductPage,AddToCart,422.4
1729,143,17,2023-05-16,Checkout,Purchase,366.3
1790,143,21,2024-01-07,Homepage,Click,385.4
97,143,47,2024-11-15,Homepage,Drop-off,
1686,144,6,2023-02-14,ProductPage,Drop-off,
1986,144,25,2023-03-03,Homepage,Click,148.7
1671,144,27,2024-10-31,Homepage,View,93.7
1368,144,29,2023-06-02,Homepage,Click,304.3
1451,144,39,2024-08-23,Purchase,Purchase,212.2
966,144,45,2024-05-19,Homepage,Click,192.4
2518,145,2,2024-04-22,ProductPage,AddToCart,324.7
892,145,3,2023-06-15,Homepage,View,92.4
2114,145,12,2023-04-13,Homepage,View,379.0
1214,145,18,2023-03-27,Purchase,Purchase,403.1
3471,145,23,2023-03-20,Checkout,AddToCart,538.4
3056,145,44,2024-03-10,Purchase,Purchase,405.2
3449,146,5,2023-03-15,Checkout,Drop-off,
1600,146,16,2024-07-29,ProductPage,Click,204.6
1678,146,21,2023-08-03,Checkout,Drop-off,
3012,146,25,2024-07-29,Purchase,Purchase,286.9
2343,146,42,2024-10-31,ProductPage,View,485.7
3032,146,45,2023-08-02,ProductPage,AddToCart,183.8
3961,147,2,2023-11-20,Checkout,Drop-off,
3560,147,24,2023-01-23,Homepage,Click,551.1
940,147,29,2023-01-30,Purchase,Purchase,312.0
1442,147,29,2023-06-10,ProductPage,Click,460.1
342,147,36,2024-09-15,Homepage,Click,452.4
1882,148,5,2023-10-29,Homepage,Click,82.8
2925,148,17,2024-09-12,Homepage,Drop-off,
2506,148,18,2023-09-13,Homepage,Click,10.9
2002,148,24,2024-04-30,ProductPage,AddToCart,261.8
2494,148,36,2023-02-11,Homepage,View,364.2
1487,148,43,2023-05-09,ProductPage,View,532.1
3034,148,44,2023-11-30,Checkout,Drop-off,
371,148,45,2024-11-11,Homepage,Drop-off,
3149,149,6,2023-05-03,ProductPage,Drop-off,
2897,149,8,2024-03-27,Homepage,Drop-off,
3270,149,18,2023-06-22,Checkout,Drop-off,
1893,149,32,2023-01-25,Purchase,Purchase,357.9
81,150,4,2024-01-18,Homepage,Click,500.5
82,150,6,2024-04-29,Homepage,View,400.0
2676,150,27,2023-01-30,Purchase,Purchase,492.8
73,150,40,2024-06-22,Homepage,Drop-off,
3500,150,40,2024-08-03,ProductPage,View,347.1
1333,150,42,2023-06-05,Homepage,View,185.7
2816,150,42,2024-02-28,ProductPage,AddToCart,591.0
3764,150,43,2023-03-10,ProductPage,Drop-off,
2359,150,48,2024-07-09,ProductPage,View,571.9
764,150,48,2024-10-01,Homepage,View,512.4
3855,151,6,2024-01-01,Checkout,Drop-off,
1040,151,14,2024-09-25,Purchase,Purchase,588.9
1114,151,23,2024-06-08,Purchase,Purchase,509.8
1184,151,37,2023-07-17,Purchase,Purchase,17.9
91,151,38,2024-03-12,ProductPage,View,427.8
759,151,42,2024-12-23,Purchase,Purchase,478.6
2020,151,43,2024-06-30,Purchase,Purchase,194.6
197,151,43,2024-10-02,Purchase,Purchase,110.8
1013,152,3,2024-09-13,Purchase,Purchase,179.7
2499,152,6,2023-03-31,Checkout,Drop-off,
381,152,17,2024-03-04,Purchase,Purchase,427.8
588,152,27,2023-04-07,ProductPage,Click,180.3
414,152,37,2024-04-26,ProductPage,AddToCart,474.5
3254,152,42,2023-07-17,Checkout,Drop-off,
3352,152,44,2023-10-25,Purchase,Purchase,40.6
1523,152,46,2023-03-26,Checkout,Drop-off,
2121,153,10,2024-02-02,Homepage,View,224.7
2265,153,11,2023-07-23,Checkout,Drop-off,
3410,153,11,2024-11-04,Checkout,Purchase,563.9
3235,153,13,2024-11-29,Homepage,View,484.0
3993,153,17,2023-07-29,ProductPage,View,258.6
1248,153,23,2023-04-20,Homepage,View,15.2
926,153,25,2023-04-12,Checkout,AddToCart,565.5
319,153,31,2023-04-30,ProductPage,View,357.9
2090,153,40,2024-11-17,Purchase,Purchase,341.0
1531,153,42,2024-09-04,Purchase,Purchase,367.6
3239,154,16,2023-03-22,Checkout,Drop-off,
1663,154,16,2024-09-26,Homepage,View,355.0
3799,154,21,2023-04-06,Homepage,Click,54.9
3590,154,24,2024-03-22,ProductPage,Click,505.8
3971,154,47,2024-07-24,Homepage,Drop-off,
1258,154,50,2024-09-30,Purchase,Purchase,335.5
1499,155,5,2024-09-19,Checkout,Drop-off,
316,155,18,2024-01-01,Purchase,Purchase,408.4
3661,155,26,2023-08-02,Purchase,Purchase,400.9
3553,155,50,2023-11-21,Checkout,Purchase,253.5
1301,155,50,2024-10-04,Checkout,Purchase,586.0
3279,156,5,2024-03-24,Purchase,Purchase,336.4
203,156,8,2023-04-10,Homepage,Click,222.7
3242,156,8,2023-10-03,Checkout,Purchase,198.7
3456,156,19,2024-06-16,Purchase,Purchase,432.9
1965,156,24,2023-05-29,Checkout,Purchase,275.3
3692,156,25,2023-07-12,Checkout,Drop-off,
1616,156,30,2024-11-16,Homepage,View,396.6
702,156,31,2024-06-21,Checkout,AddToCart,62.2
3584,156,32,2023-11-04,ProductPage,Drop-off,
2435,156,33,2024-08-02,Purchase,Purchase,84.1
392,156,40,2024-06-10,ProductPage,AddToCart,137.0
2361,156,45,2024-03-25,ProductPage,Drop-off,
3374,156,47,2024-05-12,Purchase,Purchase,134.7
3334,156,48,2024-09-29,ProductPage,Click,465.8
3627,157,3,2024-07-08,Checkout,Drop-off,
2686,157,9,2023-10-15,ProductPage,View,312.3
1812,157,11,2023-09-24,ProductPage,Click,37.9
899,157,13,2023-12-10,Purchase,Purchase,405.1
1444,157,15,2024-03-18,Purchase,Purchase,517.3
1576,157,17,2024-04-04,Purchase,Purchase,597.1
985,157,21,2024-05-07,ProductPage,Drop-off,
1599,157,24,2024-10-01,Purchase,Purchase,388.5
172,157,28,2024-01-22,ProductPage,Drop-off,
2508,157,33,2023-03-31,Checkout,AddToCart,474.1
1480,157,43,2024-07-07,ProductPage,AddToCart,514.2
787,157,50,2024-11-09,ProductPage,Click,380.8
3798,158,3,2023-12-27,Checkout,Purchase,454.8
332,158,7,2024-04-12,ProductPage,Drop-off,
1073,158,26,2023-03-13,Homepage,Click,203.2
2029,158,46,2023-11-19,Homepage,View,229.2
3585,159,13,2023-02-01,Checkout,AddToCart,81.4
3827,159,22,2023-04-13,Homepage,Drop-off,
3273,159,26,2024-07-05,Checkout,Purchase,593.2
1885,159,36,2023-03-31,Purchase,Purchase,561.1
634,159,40,2023-08-21,Purchase,Purchase,142.8
3562,159,41,2024-12-18,Checkout,Drop-off,
3231,159,44,2024-09-09,ProductPage,Click,127.9
2855,159,50,2023-05-25,Checkout,Purchase,97.0
298,160,4,2024-11-04,Homepage,Drop-off,
1015,160,5,2023-01-03,ProductPage,AddToCart,48.4
3265,160,21,2023-03-30,Purchase,Purchase,342.6
1595,160,33,2023-10-06,Homepage,Drop-off,
3951,160,33,2024-01-26,Checkout,Drop-off,
1312,160,34,2023-11-21,Homepage,Drop-off,
2660,160,34,2023-12-15,ProductPage,View,162.6
2850,160,44,2024-03-30,ProductPage,Click,121.4
1639,160,46,2024-02-03,Purchase,Purchase,299.4
1192,161,16,2023-08-15,Purchase,Purchase,411.0
1048,161,18,2023-08-03,Checkout,AddToCart,454.8
462,161,20,2023-01-15,Homepage,Drop-off,
2645,161,21,2024-04-12,Purchase,Purchase,150.1
2147,161,21,2024-11-27,Homepage,View,480.9
3300,161,23,2024-05-23,Homepage,Drop-off,
756,161,25,2024-04-25,Homepage,Click,38.8
2456,162,1,2024-09-16,Homepage,Click,586.6
470,162,16,2024-01-05,Purchase,Purchase,220.1
451,162,23,2023-08-14,ProductPage,Click,195.3
3896,162,27,2023-08-20,ProductPage,View,163.0
662,162,36,2024-07-02,Homepage,View,533.9
913,162,44,2023-11-05,Checkout,Drop-off,
1974,162,47,2024-01-20,Homepage,Click,202.7
3200,162,48,2023-04-29,ProductPage,Click,57.0
3238,163,4,2023-04-25,Homepage,Click,110.2
1434,163,6,2024-11-09,Checkout,Drop-off,
2284,163,9,2024-05-11,Homepage,Click,291.1
2955,163,10,2023-01-31,Checkout,Drop-off,
240,163,15,2023-04-07,Checkout,Purchase,15.1
2481,163,18,2024-01-27,Homepage,View,221.9
141,163,22,2023-06-24,Purchase,Purchase,123.7
3350,163,25,2024-08-07,Purchase,Purchase,298.1
2664,163,27,2023-07-15,ProductPage,Drop-off,
3865,163,27,2024-02-05,Purchase,Purchase,42.2
1825,163,34,2023-08-14,ProductPage,Click,330.4
747,163,49,2023-04-14,ProductPage,Drop-off,
1708,163,49,2023-08-14,ProductPage,Drop-off,
1302,163,50,2024-10-21,Purchase,Purchase,57.3
2239,164,15,2024-08-24,ProductPage,View,92.5
2333,164,17,2023-04-18,Homepage,View,54.3
3219,164,18,2023-03-21,Checkout,AddToCart,141.7
3304,164,29,2024-05-04,ProductPage,View,481.7
2738,164,33,2023-04-27,Homepage,Drop-off,
3705,164,35,2024-08-01,ProductPage,Click,407.4
1196,164,41,2023-03-16,ProductPage,Click,68.9
7,164,42,2024-06-16,Purchase,Purchase,173.1
3174,164,48,2024-01-18,Homepage,Click,111.8
1837,165,3,2023-06-07,ProductPage,View,412.9
981,165,4,2023-01-29,Homepage,View,354.5
977,165,36,2024-05-10,Purchase,Purchase,464.7
2666,165,36,2024-05-26,Purchase,Purchase,424.5
2631,165,48,2024-10-16,Checkout,Purchase,590.3
1330,165,49,2023-08-22,ProductPage,Click,253.2
978,166,1,2024-06-28,Checkout,Drop-off,
1824,166,10,2023-01-30,Homepage,Click,380.7
904,166,39,2023-02-22,Checkout,Purchase,472.6
679,166,42,2023-10-12,ProductPage,AddToCart,239.3
3059,166,45,2024-03-22,ProductPage,View,227.6
1289,167,1,2024-10-30,Checkout,AddToCart,21.8
536,167,11,2023-07-11,Homepage,Click,197.6
3288,167,20,2024-09-19,Checkout,Drop-off,
2349,167,20,2024-10-13,Homepage,Click,445.8
2725,167,36,2024-07-27,ProductPage,AddToCart,171.6
568,167,46,2024-04-15,ProductPage,Click,163.1
3459,168,4,2023-05-19,Checkout,Purchase,544.4
3864,168,10,2024-06-22,ProductPage,Click,28.9
3706,168,21,2023-07-27,Homepage,View,136.5
2202,168,25,2023-10-15,ProductPage,AddToCart,405.7
1219,168,39,2024-04-05,Purchase,Purchase,195.4
1693,168,50,2024-12-07,Purchase,Purchase,124.1
1590,169,2,2024-09-28,ProductPage,Click,57.3
1398,169,3,2023-09-22,Purchase,Purchase,128.8
1431,169,8,2023-09-20,Checkout,Drop-off,
30,169,37,2024-05-17,Purchase,Purchase,63.8
3261,169,43,2024-07-13,Checkout,AddToCart,55.5
2381,170,7,2023-01-04,Purchase,Purchase,502.9
2647,170,7,2023-04-01,ProductPage,Drop-off,
832,170,21,2023-03-28,Checkout,Drop-off,
1204,170,23,2023-01-11,Checkout,AddToCart,69.2
2787,170,24,2024-06-09,Purchase,Purchase,140.1
475,170,31,2024-04-18,Purchase,Purchase,335.5
2275,170,43,2024-03-26,Checkout,AddToCart,374.0
1173,170,45,2023-07-19,ProductPage,Drop-off,
3367,171,2,2024-02-22,Homepage,Click,549.3
3991,171,4,2023-09-22,Checkout,AddToCart,128.4
2775,171,42,2023-12-31,Checkout,AddToCart,141.8
2486,171,47,2023-12-23,ProductPage,View,361.6
1546,172,4,2024-02-21,Checkout,Purchase,43.9
823,172,21,2023-01-09,ProductPage,View,301.0
1235,172,23,2023-03-23,Checkout,Drop-off,
943,172,29,2024-05-17,Checkout,Drop-off,
1601,172,30,2024-02-28,Homepage,Drop-off,
1898,172,35,2024-04-03,Homepage,Click,53.0
314,172,39,2024-09-14,Checkout,Purchase,408.4
1264,172,40,2023-11-17,ProductPage,AddToCart,179.7
40,172,42,2024-12-08,Checkout,Drop-off,
158,172,50,2023-08-31,Purchase,Purchase,90.0
438,173,10,2024-03-06,Homepage,Click,33.0
3984,173,14,2024-01-16,Homepage,Drop-off,
372,173,17,2024-08-28,ProductPage,AddToCart,266.1
1580,173,20,2023-11-15,Checkout,Drop-off,
71,173,20,2023-11-27,ProductPage,Drop-off,
3443,173,28,2023-04-27,ProductPage,View,210.8
2298,173,29,2024-01-06,ProductPage,Drop-off,
845,173,44,2023-10-31,Homepage,Click,20.3
1056,173,44,2024-08-23,Checkout,Drop-off,
882,174,12,2024-04-04,Checkout,Drop-off,
2525,174,36,2023-02-18,Checkout,AddToCart,80.4
2613,174,42,2024-11-22,Homepage,Click,70.6
932,174,43,2023-06-16,Purchase,Purchase,310.2
1716,175,10,2023-09-18,Homepage,View,590.5
2756,175,12,2023-08-05,ProductPage,View,407.3
3897,175,12,2024-11-29,Purchase,Purchase,498.3
2148,175,26,2024-11-03,ProductPage,View,371.3
3078,175,35,2024-10-09,ProductPage,Drop-off,
2708,176,2,2024-11-04,ProductPage,Drop-off,
1496,176,6,2023-09-23,Purchase,Purchase,496.0
742,176,12,2024-11-16,Purchase,Purchase,487.8
405,176,25,2024-01-19,ProductPage,Click,384.8
2317,176,27,2024-08-06,Purchase,Purchase,116.4
1064,176,34,2024-09-14,Checkout,AddToCart,72.7
1193,176,41,2023-09-25,Purchase,Purchase,199.8
3727,176,45,2024-05-30,Checkout,AddToCart,285.9
2472,177,2,2024-02-26,Homepage,View,350.3
3331,177,2,2024-06-29,ProductPage,AddToCart,402.4
3137,177,13,2024-10-05,Purchase,Purchase,376.6
1897,177,23,2023-09-12,Checkout,Purchase,594.7
326,177,23,2023-11-12,Purchase,Purchase,439.4
3398,177,23,2023-11-17,ProductPage,AddToCart,256.5
1290,177,27,2023-09-28,Purchase,Purchase,289.1
614,177,29,2023-08-26,ProductPage,Click,513.5
3165,177,30,2024-12-06,ProductPage,Drop-off,
324,177,45,2024-01-03,Checkout,AddToCart,349.2
221,177,50,2024-12-23,Purchase,Purchase,399.0
2881,178,4,2023-06-24,Checkout,Drop-off,
393,178,18,2023-08-20,ProductPage,Click,113.3
3119,178,41,2023-09-18,ProductPage,Click,285.3
144,178,45,2024-08-25,Purchase,Purchase,282.1
852,179,12,2024-04-17,Homepage,Click,444.4
1118,179,23,2023-06-14,ProductPage,Click,460.3
353,179,23,2024-04-08,ProductPage,View,22.6
1880,179,24,2023-05-23,Checkout,Purchase,559.5
527,179,27,2024-03-31,ProductPage,Drop-off,
1458,179,31,2024-06-27,ProductPage,Drop-off,
2287,179,44,2023-08-04,Checkout,Drop-off,
885,179,45,2024-08-08,Checkout,Drop-off,
2469,180,4,2024-11-08,ProductPage,View,547.1
3067,180,8,2023-12-29,Homepage,Click,186.9
1775,180,8,2024-12-24,ProductPage,Drop-off,
3318,180,17,2023-04-21,Homepage,View,108.1
2514,180,41,2023-02-06,Purchase,Purchase,338.5
810,180,41,2023-06-22,Checkout,Drop-off,
288,180,45,2024-02-14,ProductPage,Drop-off,
2973,181,13,2023-12-18,Purchase,Purchase,64.3
1901,181,13,2024-11-12,ProductPage,Click,158.7
1585,181,19,2024-04-11,ProductPage,AddToCart,117.5
103,181,21,2024-01-24,Homepage,Click,182.4
1166,181,23,2024-10-02,Checkout,Purchase,489.0
987,181,30,2023-09-23,Purchase,Purchase,482.5
727,181,33,2023-02-21,ProductPage,View,248.0
2561,181,35,2024-03-12,Checkout,AddToCart,114.4
3221,181,36,2024-05-06,Purchase,Purchase,325.0
1725,181,49,2023-10-25,Checkout,AddToCart,47.8
2439,182,5,2023-06-02,Checkout,Drop-off,
972,182,12,2024-09-04,Checkout,Drop-off,
1017,182,26,2023-04-20,ProductPage,AddToCart,468.1
262,182,27,2024-05-07,Purchase,Purchase,36.0
2595,182,28,2023-08-06,ProductPage,Click,270.4
138,182,50,2023-02-17,Checkout,Drop-off,
98,183,9,2024-12-20,Homepage,View,306.3
858,183,16,2024-03-23,Purchase,Purchase,543.9
28,183,21,2023-06-27,Homepage,Click,280.7
2271,183,21,2024-07-01,Purchase,Purchase,580.2
3846,183,38,2023-09-06,Purchase,Purchase,10.2
1355,184,8,2023-05-14,Purchase,Purchase,29.2
3369,184,12,2023-08-16,Homepage,View,320.0
2163,184,18,2023-07-27,Checkout,AddToCart,90.5
2069,184,33,2023-11-04,ProductPage,Drop-off,
589,184,46,2023-06-25,ProductPage,Click,331.4
3380,184,50,2023-08-01,Purchase,Purchase,80.7
1855,185,6,2024-11-06,Checkout,Drop-off,
909,185,25,2023-01-21,Purchase,Purchase,260.2
2311,185,44,2023-11-17,Purchase,Purchase,457.3
2941,186,1,2023-03-17,Checkout,AddToCart,124.7
23,186,14,2023-11-28,ProductPage,View,231.3
888,186,15,2024-03-27,Homepage,Drop-off,
3003,186,17,2023-06-08,Purchase,Purchase,459.8
912,186,21,2023-09-15,Homepage,Click,227.3
1399,186,22,2024-05-28,Homepage,Click,390.9
3777,186,25,2023-09-27,Purchase,Purchase,145.6
3930,186,26,2024-01-11,Homepage,View,401.4
1464,186,31,2024-03-06,Homepage,Click,366.6
965,186,42,2023-11-08,Checkout,Drop-off,
1655,186,45,2023-03-09,Purchase,Purchase,425.7
3564,186,50,2024-01-15,Purchase,Purchase,369.7
340,187,1,2024-03-24,Purchase,Purchase,369.9
2879,187,19,2024-02-15,Purchase,Purchase,86.1
3992,187,22,2023-01-31,Purchase,Purchase,260.3
1078,187,25,2023-06-03,ProductPage,Drop-off,
646,187,27,2024-09-12,Purchase,Purchase,209.7
3404,187,30,2023-01-14,Checkout,Purchase,401.7
3076,187,36,2023-06-07,Purchase,Purchase,584.8
215,187,41,2023-06-21,Homepage,Click,377.3
2740,187,44,2023-05-10,ProductPage,View,196.4
362,187,50,2024-09-27,ProductPage,Click,493.2
3418,188,16,2023-12-17,ProductPage,Drop-off,
3848,188,23,2024-04-21,Homepage,View,183.0
3497,188,29,2024-12-24,ProductPage,AddToCart,269.1
1111,188,30,2024-11-17,Checkout,Drop-off,
2754,188,33,2024-10-01,Checkout,Purchase,165.1
2603,188,41,2023-01-22,Checkout,Purchase,580.1
1275,189,4,2024-12-13,Checkout,Drop-off,
636,189,13,2023-02-12,Homepage,Click,592.7
2266,189,14,2024-10-23,ProductPage,Drop-off,
2743,189,17,2024-09-13,ProductPage,Drop-off,
2305,189,30,2023-06-01,Purchase,Purchase,360.4
2161,189,30,2024-04-28,ProductPage,Click,329.1
1149,189,33,2023-06-18,Purchase,Purchase,550.0
2693,189,33,2024-07-04,ProductPage,View,533.8
2559,189,46,2024-11-08,Checkout,Drop-off,
2466,190,7,2023-02-20,Purchase,Purchase,183.5
898,190,21,2023-06-01,Purchase,Purchase,140.4
1805,190,27,2023-10-14,Homepage,View,228.1
3068,190,37,2024-01-07,Checkout,Purchase,189.8
1227,190,37,2024-04-28,Checkout,Purchase,306.6
1963,191,4,2024-06-06,Homepage,View,15.2
3517,191,17,2024-10-04,Checkout,AddToCart,274.8
1923,191,26,2023-02-15,ProductPage,View,530.3
3773,191,30,2023-03-28,Homepage,Click,359.2
123,191,31,2023-09-22,Checkout,Drop-off,
1687,191,37,2024-01-26,Purchase,Purchase,76.6
843,192,12,2024-12-21,ProductPage,View,275.9
2607,192,32,2024-07-22,Purchase,Purchase,315.0
1452,193,2,2024-03-30,ProductPage,Click,131.3
1213,193,22,2024-11-08,ProductPage,Drop-off,
9,193,35,2023-05-28,Homepage,Click,216.1
1386,193,37,2023-08-18,Homepage,Drop-off,
1425,193,37,2024-10-01,Homepage,Click,428.2
3854,194,2,2023-11-24,Homepage,Click,133.0
2464,194,8,2023-10-11,Homepage,View,407.0
164,194,9,2024-10-14,ProductPage,View,143.0
2117,194,35,2024-08-04,Purchase,Purchase,473.1
1129,194,39,2023-05-07,Homepage,View,180.7
345,194,39,2023-12-08,Homepage,Drop-off,
155,194,47,2023-01-27,Purchase,Purchase,401.0
1449,195,11,2023-02-25,Checkout,Drop-off,
706,195,19,2024-08-21,Homepage,View,108.3
2558,195,21,2023-09-19,ProductPage,Drop-off,
37,195,38,2023-05-08,Homepage,Drop-off,
200,195,40,2023-08-02,ProductPage,Drop-off,
120,195,44,2023-06-23,Homepage,Drop-off,
3466,195,44,2024-12-01,Homepage,Click,420.3
1417,195,44,2024-12-23,Purchase,Purchase,523.5
1607,196,1,2023-05-05,ProductPage,Click,596.8
149,196,2,2024-05-23,Purchase,Purchase,431.6
3432,196,25,2023-11-03,Checkout,AddToCart,137.2
649,196,26,2023-06-14,Homepage,View,337.3
3055,196,28,2024-08-20,Purchase,Purchase,346.2
410,196,32,2023-03-31,Purchase,Purchase,105.9
533,196,39,2024-07-23,Checkout,AddToCart,97.6
2346,196,42,2024-10-19,Purchase,Purchase,78.3
472,196,48,2024-04-24,Purchase,Purchase,70.2
2500,197,11,2023-02-12,Homepage,Click,564.8
2534,197,12,2024-05-25,Purchase,Purchase,227.7
275,197,15,2024-12-18,Purchase,Purchase,312.2
3181,197,20,2023-01-29,Checkout,Drop-off,
3196,197,36,2023-05-31,Homepage,Click,212.4
1884,197,47,2024-06-07,ProductPage,Click,548.2
895,198,5,2024-03-03,Checkout,Drop-off,
3783,198,16,2024-07-22,Homepage,Click,443.0
1561,198,28,2023-09-10,ProductPage,Click,426.9
2798,198,37,2024-11-14,ProductPage,View,102.0
2468,198,41,2024-05-04,Purchase,Purchase,99.2
1202,198,45,2024-05-04,Purchase,Purchase,76.7
2283,199,2,2023-12-16,Checkout,AddToCart,510.7
1445,199,7,2024-09-07,Homepage,View,272.7
2259,199,15,2023-12-23,Homepage,View,45.1
2405,199,20,2023-05-14,ProductPage,Drop-off,
2934,199,25,2023-02-03,Checkout,Purchase,335.5
2717,199,30,2024-11-16,Homepage,View,492.8
1062,199,31,2024-04-10,Homepage,View,581.4
641,199,42,2023-04-11,ProductPage,Drop-off,
1159,199,44,2024-12-11,ProductPage,Click,197.6
709,199,45,2023-10-25,Purchase,Purchase,404.0
1474,199,49,2024-10-22,Checkout,Purchase,230.6
1300,200,4,2024-03-29,Checkout,Purchase,129.0
2731,200,4,2024-12-04,ProductPage,View,228.9
1306,200,5,2023-02-26,Homepage,Drop-off,
2270,200,31,2023-01-17,Checkout,Drop-off,
3616,200,31,2024-07-25,Homepage,View,99.5
3666,200,39,2023-10-17,ProductPage,Drop-off,
2916,200,46,2024-01-02,Homepage,Drop-off,
62,201,5,2024-07-10,Purchase,Purchase,157.5
607,201,11,2023-03-01,Purchase,Purchase,460.2
441,201,17,2024-05-21,Purchase,Purchase,586.9
170,202,11,2024-12-11,Purchase,Purchase,10.1
1465,202,12,2024-10-22,Purchase,Purchase,264.4
3299,202,13,2024-05-17,Checkout,Drop-off,
3188,202,14,2024-04-13,ProductPage,AddToCart,556.7
18,202,24,2024-01-06,Homepage,View,160.3
576,202,29,2024-09-01,Homepage,View,88.0
72,202,35,2023-12-03,Checkout,Purchase,150.3
1547,202,37,2024-07-16,Purchase,Purchase,262.3
83,202,41,2023-11-22,Purchase,Purchase,134.6
119,202,45,2023-08-06,Purchase,Purchase,426.7
838,202,45,2024-08-24,ProductPage,Drop-off,
2598,202,49,2023-02-07,ProductPage,Drop-off,
2264,203,1,2024-04-01,Homepage,Drop-off,
2016,203,7,2023-12-29,ProductPage,Drop-off,
794,203,14,2024-11-08,Purchase,Purchase,189.8
3979,203,20,2023-11-13,Purchase,Purchase,274.2
2750,203,22,2024-07-07,Homepage,Drop-off,
268,203,26,2024-08-20,ProductPage,Click,392.6
2417,203,36,2023-02-20,Checkout,AddToCart,36.4
2938,203,38,2023-08-08,Purchase,Purchase,153.5
3733,203,45,2023-06-08,Homepage,Drop-off,
1521,204,8,2023-02-02,Homepage,Click,261.6
2225,204,15,2023-08-21,ProductPage,Click,457.0
3365,204,16,2023-02-02,ProductPage,Click,386.1
3153,204,18,2024-05-22,Homepage,View,275.8
1462,204,19,2023-05-05,Purchase,Purchase,380.2
106,204,25,2023-08-15,Homepage,View,38.4
663,204,31,2023-05-09,ProductPage,Click,386.2
2115,204,44,2024-01-22,Homepage,View,113.3
3093,204,46,2024-04-17,Purchase,Purchase,305.7
1823,204,46,2024-08-23,Homepage,Click,499.6
1409,205,13,2023-03-12,Checkout,Purchase,350.6
220,205,13,2023-09-14,ProductPage,View,577.5
2491,205,26,2024-05-12,Homepage,Drop-off,
2260,205,29,2024-12-12,ProductPage,View,28.8
3166,205,30,2024-12-30,Purchase,Purchase,86.9
1319,205,31,2023-11-05,Purchase,Purchase,324.2
2541,205,40,2024-11-25,Checkout,Drop-off,
3574,206,7,2024-09-24,Purchase,Purchase,399.2
654,206,9,2024-10-03,Checkout,Purchase,281.7
1308,206,33,2023-12-12,ProductPage,Click,542.5
2142,206,37,2023-04-21,ProductPage,View,126.4
3109,206,37,2023-07-22,ProductPage,Click,87.0
3218,206,38,2024-03-31,Homepage,View,298.6
2616,206,39,2023-10-06,ProductPage,View,421.1
1666,207,3,2024-06-30,Homepage,View,499.6
436,207,6,2023-12-24,ProductPage,Drop-off,
2867,207,8,2023-08-27,Purchase,Purchase,431.0
493,207,12,2023-01-04,Checkout,Drop-off,
3237,207,12,2024-08-27,ProductPage,AddToCart,229.2
2954,207,12,2024-08-31,Checkout,Drop-off,
389,207,27,2024-03-11,Homepage,View,455.5
3839,207,30,2023-09-03,Homepage,Click,463.2
3486,207,33,2024-09-04,Purchase,Purchase,147.3
1650,207,44,2023-05-02,Purchase,Purchase,517.9
2347,208,2,2024-01-18,Checkout,Purchase,550.5
3920,208,11,2023-06-21,Checkout,AddToCart,195.8
1101,208,11,2023-11-04,Purchase,Purchase,357.5
2809,208,14,2023-07-09,Homepage,View,525.8
2218,208,26,2023-09-23,Homepage,View,35.8
844,208,27,2024-02-09,Checkout,Purchase,52.0
